input,best_output,score
尤伯杯和汤姆斯杯是哪项体育赛事的冠军杯?,羽毛球。2004年5月中旬，两年一届的汤姆斯杯和尤伯杯羽毛球团体赛在印尼雅加达举行。,0.765625
"""念慈""是古代对对方亲属中哪一位的尊称?","母亲。基本释义""念慈""是古代对对方亲属中母亲的一种称呼。",0.88671875
《三国演义》中诸葛亮七擒七纵的是哪位首领?,孟获。诸葛亮七擒七纵的原因：让孟获服的心服口服，让他忠心地为诸葛亮效力。,0.7578125
飞利浦电器是哪个国家的品牌?,荷兰。飞利浦，1891年成立于荷兰，主要生产照明、家庭电器、医疗系统。,0.75390625
"电压的单位是v,电流的单位是什么?",安培。单位国际单位制中电流的基本单位是安培。,0.78515625
声音大小的单位是?,分贝。分贝分贝是用来表示声音强度的单位，记为db。,0.80078125
三国演义中称为常胜将军的是,赵云。c赵云主要是因为入巴蜀时无败绩所给人称常胜将军,0.78515625
王洛宾整理的《花儿与少年》是哪个地区的民歌,陕西。陕西信天游，青海是花儿,0.7578125
世界水能蕴含量最大的河,南美洲。亚马逊河位于南美洲北部，是世界上流域面积最广，流量最大的河流,0.76171875
《写在人生边上》的作者是：,钱钟书。写在人生边上《写在人生边上》，散文集，钱锺书（亦作“钱钟书”）著,0.7421875
哪座山是香港最高的山:,大帽山。大帽山是香港最高的山峰，海拔958米，也称为“大雾山”,0.7734375
世界上最大的群岛是,太平洋。最大的是太平洋，最小的是北冰洋,0.73828125
避雷针的发明者是：,"富兰克林。富兰克林(1706-1790)十八世纪美国杰出的科学家,避雷针的发明者",0.78515625
不负民族气节，在苏门答腊被害的现代著名作家是,郁达夫。郁达夫1945年9月17日被日本宪兵秘密杀害于印度尼西亚的苏门答腊,0.77734375
《灵与肉》的作者是,吴承恩。西游记的作者是吴承恩,0.73046875
是由哪个国家发明的世界上第一支自动手枪?,美国。世界上第一支具有实用价值的左轮手枪是由美国人塞缪尔?柯尔特在1835年发明的,0.82421875
上海世博会将在那年举办？,2010。中国2010年上海世界博览会会期：2010.5.1—10.31，共184天,0.69921875
武则天是那个朝代的。,康熙。历史执政最久的皇帝是康熙皇帝,0.7109375
"10中国人民志愿军战歌的歌词""雄赳赳气昂昂跨过什么江""?",鸭绿江。”《中国人民志愿军战歌》歌曲：中国人民志愿军战歌歌手：红色摇滚雄赳赳气昂昂跨过鸭绿江保和平为祖国就是保家乡中国好儿女齐心团结紧,0.83203125
"""世界三大有短篇小说巨匠""指的是欧亨利、契诃夫和谁?",莫泊桑。莫泊桑是世界三大短篇小说巨匠之一，他们分别是莫泊桑，欧亨利，和契诃夫,0.875
"人们常说的""白山黑水""中的""白山""指的是东北的哪座山?",长白山。成语白山黑水解释长白山和黑龙江。,0.8203125
世界公认的四大文明古国是中国、古埃及、古印度和哪个古国?,古巴比伦。古巴比伦王国是“四大文明古国”（“四大文明古国”分别是中国、古巴比伦、古埃及、古印度）。,0.85546875
名著《钢铁是怎样炼成的》是前苏联哪位作家所著?,奥斯特洛夫斯基。《钢铁是怎样炼成的》是前苏联作家尼古拉·奥斯特洛夫斯基所著的一部长篇小说，于1933年写成。,0.84765625
沟通大西洋与地中海的海峡是什么海峡?,土耳其海峡。黑海出入地中海的门户是土耳其海峡，该海峡是亚洲与欧洲的分界线，地中海出入大西洋的门户是直布罗陀海峡，该海峡是欧洲与非洲的分界线．故答案为：土耳其；直布罗陀．,0.7890625
"美国钢铁工业的中心,有""世界钢铁之都""之称的是哪座城市?",匹兹堡。作为美国著名的工业城市，匹兹堡是美国钢铁工业的中心，有“世界钢铁之都”之称。,0.84375
"""闰土""是鲁迅哪部小说中的人物?",故乡。闰土，鲁迅小说《故乡》中的人物，现实原型章闰水。,0.79296875
我们吃的胡萝卜是植物的哪个部分?,根。胡萝卜（英文名：carrot），是伞形科二年生草本植物，以呈肉质的根作为蔬菜来食用。,0.703125
"袁世凯锁创""中华帝国""的年号是什么?",洪宪。1915年底袁世凯复辟中华帝国，自称皇帝，年号“洪宪”，意为弘扬宪政。,0.8203125
哪颗行星的体积在太阳系中列倒数第二位,水星。水星最接近太阳，是太阳系的八大行星中按前后顺序排名第一的行星。,0.83984375
古代著名的水利工程都江堰是谁设计的,李冰。李冰及其儿子：秦昭襄王五十一年（公元前256年），秦国蜀郡太守李冰和他的儿子，吸取前人的治水经验，率领当地人民，主持修建了著名的都江堰水利工程,0.703125
马克吐温是哪个国家的？,美国。马克·吐温（marktwain），美国著名作家和演说家，真实姓名是萨缪尔·兰亨·克莱门(samuellanghorneclemens),0.7109375
目前国际奥委会总部在哪一个地方？,布鲁塞尔。欧盟总部设在比利时首都布鲁塞尔。,0.70703125
"作为我国旅游标志的青铜器""马踏飞燕""是在我国哪个省出土的国家级文物?",中国。青铜器之马踏飞燕-“马到成功”--------------------------------------------------------------------------------马踏飞燕的象征意义：马踏飞燕为我国古代雕塑艺术史上神奇而稀有的瑰宝，现为中国旅游图形标志，既体现了中国旅游文化的深厚...,0.79296875
小说《金粉世家》说的是冷清秋和谁从谈恋爱、结婚到出走的悲剧过程?,金燕西。《金粉世家》是张恨水早期新闻生涯积累的生活素材的一次喷发，以一个豪门弃妇为贯穿线索，极写平民女子冷清秋与北洋军阀统治时期的国务总理金铨的小儿子金燕西从恋爱、结婚到婚变、出走的悲剧过程,0.78515625
都梁的哪部小说被改编为由刘烨主演的同名电视剧?,张贤亮。电影《牧马人》是根据张贤亮的小说《灵与肉》改编的，没有小说《牧马人》也可以说作者是张贤亮,0.78515625
"被称为""窃国大盗""的窃取了辛亥革命胜利果实的人是?",袁世凯。二次革命孙中山等革命党人於1913年发动的讨伐袁世凯的一场战争，又称“癸丑之役”、“赣宁之役”,0.6953125
第一届世界杯足球赛是在哪个国家举行？,西班牙。西班牙最终获得了2010年南非世界杯冠军。,0.7734375
中国降水最少的地方是？,乌鲁木齐。乌鲁木齐是我国离海洋最远的省府城市,0.73046875
跆拳道起源于：,英国。英国是现代拳击运动的发源地.,0.703125
世界上最大的火电站,"日本。三峡水电站总装机１８２０万千瓦，是目前世界上最大的水电站；日本的鹿岛电厂440万千瓦,是世界上最大火电厂；目前最大核能电站：美国勃朗兹费里电站，346万千瓦",0.70703125
硬盘属于（）,中央处理器。cpu的英文全称是centralprocessingunit，即中央处理器,0.65625
《海权论》的作者是,马汉。“海权论”理论美国海军理论家马汉于19世纪末期创立的,0.8046875
世界上流经国家最多的河流是：,南美洲。亚马逊河位于南美洲北部，是世界上流域面积最广，流量最大的河流,0.76953125
“昭君出塞”指的是哪个要塞？,光禄塞。推荐答案(公元前33年)胡汉和亲，昭君出塞，出的是光禄塞光禄塞遗址位于阴山山脉的大青山与乌拉山分界的山峡之中，山势险要，自古为兵家必争之地,0.7265625
古代称呼三十岁左右为什么？,"母亲。基本释义""念慈""是古代对对方亲属中母亲的一种称呼。",0.66796875
“娃娃鱼”是指：,儒艮。美人鱼的学名是儒艮,0.70703125
x射线又称什么射线？,伦琴。最早发现x射线的科学家是伦琴，所以x射线也叫伦琴射线,0.73046875
“莫等闲白了少年头，空悲切”是谁的名句？,岳飞。劝人惜时！这句名言出自岳飞的《满江红》，从全文来看，“莫等闲，白了少年头，空悲切”应有一种爱国主义情操在其中，意思是——要抓紧时间为国家建功立业，不要一事无成，空空将时间消磨，否则就会在年老时徒增悲伤,0.7578125
《吻别》是谁的歌曲专辑：,刘若英。《一辈子的孤单》原唱刘若英,0.77734375
《田园交响乐》的作者是：,贝多芬。《献给爱丽丝》（forelise）是贝多芬创作的一首钢琴小品。,0.76953125
世界上第一艘完全去除风帆、采用蒸汽动力的铁壳装甲舰是哪个国家制造的？,意大利。“加里波第”号是意大利完全依靠自己的力量建造的一艘轻型航空母舰，是意大利先进舰船建造技术的结晶,0.7734375
被称为“老人国”的星系是哪一星系,金星。启明，即启明星，也就是太阳系八大行星之一的金星。,0.6875
中国第二大的咸水湖纳木错位于我国的哪个自治区?,青海湖。青海湖——青海湖又名“措温布”，即藏语“青色的海”之意，位于青海省西北部的青海湖盆地内，既是中国最大的内陆湖泊，也是中国最大的咸水湖,0.796875
"简称为""皖""的是我国的哪个省?",苏。江苏省简称为“苏”,0.7890625
深圳市共有几个行政区？,广东省。珠海属于广东省,0.7734375
中国的第三大淡水湖是,江西。鄱阳湖是中国第一大淡水湖，也是中国第二大湖，仅次于青海湖，位于江西省北部、长江南岸,0.78515625
"位于河南省洛阳市,历时400多年,开凿有万佛洞、潜溪寺等洞窟的我国四大石窟之一叫什么?",云冈石窟。云冈石窟是我国最大的石窟之一，与敦煌莫高窟、洛阳龙门石窟和麦积山石窟并称为中国四大石窟艺术宝库。,0.83203125
"被看作西藏人的护卫犬和保护神,并有东方神犬称号的是什么?",藏獒。号称东方神犬的藏獒被世界公认为是最具攻击力的犬，也是迄今位置唯一一个没有被完全驯化的犬种，他们威猛的雄姿奔跑在高原上，每一只都可以独立担当看护几百只养的工作，独立对付几只野狼是没有任何问题的,0.765625
被称为袋鼠之国的国家是?,加拿大。世界上面积第二大的国家是加拿大,0.70703125
内地童星金铭在8岁时拍摄的第一部琼瑶电视剧是什么?,婉君。金铭，中国大陆女演员，儿时是著名童星，1989年，年仅9岁的金铭拍摄了人生中的第一部电视剧《婉君》，随后又接拍了一系列琼瑶电视剧：《雪珂》、《望夫崖》、《青青河边草》和《梅花烙》，有“永远的童星”称号,0.8125
合肥是我国哪个省的省会?,苏。江苏省简称为“苏”,0.72265625
"世界上的四大棋类包括中国象棋、国际象棋,将棋和哪种棋?",围棋。相关含义世界上的4大棋类（围棋、中国象棋、国际象棋、将棋）都与该国家的政治制度有关。,0.8359375
"""墨尔本""是哪个国家的著名城市?",澳大利亚。行政区划墨尔本位于澳大利亚的东南部，是个港口城市，总面积8831平方公里。,0.703125
著名女作家冰心的原名叫什么?,谢婉莹。作者简介冰心（1900—1999），原名谢婉莹，现代著名女作家，儿童文学作家，翻译家，诗人。,0.74609375
挪威的首都是哪个城市?,奥斯陆。奥斯陆oslo50万挪威首都，重要港口。,0.68359375
柏林国际电影节授予电影的最高奖项叫什么?,金熊奖。金熊奖（goldenbear）是柏林国际电影节授予电影的最高奖项。,0.87890625
文学家伊索是哪国的人？,伊菲图斯。古代奥运会的创始人是伊菲图斯,0.71484375
夏天容易疲倦乏力，这时人体最需要补充哪种元素？,钾。“夏打盹”医学上也称为“夏季倦怠症”，它是由于夏季炎热，温度过高，使人体大量排汗，而随汗液可排出大量的钾元素，又因钾元素得不到及时补充，从而...,0.74609375
我国少数民族中人口最多的是：,壮族。我国共有56个民族，人口最多的是汉族，其中壮族是我国人口最多的少数民族．故答案为：汉；壮族．,0.828125
谁的小名叫“阿斗”？,刘禅。文化小典故－扶不起的阿斗刘备去世后，由儿子刘禅继位，刘禅的小名叫阿斗，是个愚笨无能的人,0.66796875
